loan_id,reporting_month,rule_score,ml_score,hybrid_score,exception_probability,predicted_exception_type,triggered_rules
00AS0B0L7ZXZ,2023-05-01,0.0,0.9430381502890174,0.9430381502890174,2.479315851891118e-06,No exception,
00AS0B0L7ZXZ,2023-06-01,0.0,0.901142196531792,0.901142196531792,8.925078760546979e-07,No exception,
00AS0B0L7ZXZ,2023-07-01,0.0,0.8928369942196531,0.8928369942196531,9.145846187874515e-07,No exception,
00AS0B0L7ZXZ,2023-08-01,0.0,0.8882867052023121,0.8882867052023121,9.1021267562396e-07,No exception,
00AS0B0L7ZXZ,2023-09-01,0.0,0.8833202312138728,0.8833202312138728,8.841425067935623e-07,No exception,
00AS0B0L7ZXZ,2023-10-01,0.0,0.8826728323699422,0.8826728323699422,1.0055986621025973e-06,No exception,
00AS0B0L7ZXZ,2023-11-01,0.0,0.880064739884393,0.880064739884393,9.634560820676588e-07,No exception,
00AS0B0L7ZXZ,2023-12-01,0.0,0.878020809248555,0.878020809248555,1.0106852284360472e-06,No exception,
00HEG2DR5DKN,2023-11-01,0.0,0.9006797687861272,0.9006797687861272,1.8058195897207322e-06,No exception,
00HEG2DR5DKN,2023-12-01,0.0,0.8518381502890173,0.8518381502890173,9.110994868408009e-07,No exception,
00MXCM129XSE,2023-01-01,0.15000000000000002,0.7956901734104046,0.8263366473988439,1.1840917078335318e-06,No exception,missing_document_status
00MXCM129XSE,2023-02-01,0.15000000000000002,0.7972346820809249,0.8276494797687861,1.1840917078335318e-06,No exception,missing_document_status
00MXCM129XSE,2023-03-01,0.15000000000000002,0.8066219653179191,0.8356286705202312,1.1840917078335318e-06,No exception,missing_document_status
00MXCM129XSE,2023-04-01,0.15000000000000002,0.8078335260115607,0.8366584971098265,1.1840917078335318e-06,No exception,missing_document_status
00MXCM129XSE,2023-05-01,0.15000000000000002,0.8101364161849711,0.8386159537572254,1.1840917078335318e-06,No exception,missing_document_status
00MXCM129XSE,2023-06-01,0.15000000000000002,0.8249248554913294,0.85118612716763,1.1840917078335318e-06,No exception,missing_document_status
00MXCM129XSE,2023-07-01,0.15000000000000002,0.8272832369942197,0.8531907514450867,1.446116759214959e-06,No exception,missing_document_status
00MXCM129XSE,2023-08-01,0.15000000000000002,0.8341086705202312,0.8589923699421965,1.4373817917607314e-06,No exception,missing_document_status
00MXCM129XSE,2023-09-01,0.15000000000000002,0.8416184971098266,0.8653757225433526,1.5875015255929169e-06,No exception,missing_document_status
00MXCM129XSE,2023-10-01,0.15000000000000002,0.8455306358381502,0.8687010404624277,1.3824758921697504e-06,No exception,missing_document_status
00MXCM129XSE,2023-11-01,0.15000000000000002,0.8484254335260115,0.8711616184971098,1.3828719638676865e-06,No exception,missing_document_status
00MXCM129XSE,2023-12-01,0.15000000000000002,0.854085549132948,0.8759727167630058,1.3648343912914856e-06,No exception,missing_document_status
00QUQ6CC3XP6,2023-02-01,0.0,0.915107514450867,0.915107514450867,1.8058195897207322e-06,No exception,
00QUQ6CC3XP6,2023-03-01,0.0,0.8574982658959538,0.8574982658959538,9.197225500617314e-07,No exception,
00QUQ6CC3XP6,2023-04-01,0.0,0.8471768786127167,0.8471768786127167,8.716413287287518e-07,No exception,
00QUQ6CC3XP6,2023-05-01,0.0,0.8425803468208093,0.8425803468208093,8.823946676149317e-07,No exception,
00QUQ6CC3XP6,2023-06-01,0.0,0.8355606936416184,0.8355606936416184,9.229369444271395e-07,No exception,
00QUQ6CC3XP6,2023-07-01,0.0,0.8286797687861271,0.8286797687861271,1.005730640192292e-06,No exception,
00QUQ6CC3XP6,2023-08-01,0.0,0.9435838150289018,0.9435838150289018,1.093350929336333e-06,No exception,
00QUQ6CC3XP6,2023-09-01,0.0,0.9243745664739884,0.9243745664739884,1.3827697170675169e-06,No exception,
00QUQ6CC3XP6,2023-10-01,0.0,0.9422982658959538,0.9422982658959538,1.0510074783101957e-06,No exception,
00QUQ6CC3XP6,2023-11-01,0.0,0.9477364161849711,0.9477364161849711,9.264494782835167e-07,No exception,
00QUQ6CC3XP6,2023-12-01,0.0,0.9621734104046242,0.9621734104046242,4.2983667761605364e-06,No exception,
00R5NSTATT89,2023-11-01,0.0,0.9929895953757225,0.9929895953757225,2.067204262324509e-06,No exception,
00R5NSTATT89,2023-12-01,0.0,0.9904462427745665,0.9904462427745665,8.280884336293257e-07,No exception,
00VQAED35X9M,2023-01-01,0.0,0.9597410404624277,0.9597410404624277,1.0737587625911586e-06,No exception,
00VQAED35X9M,2023-02-01,0.0,0.960092485549133,0.960092485549133,1.0737587625911586e-06,No exception,
01N5YE6DXOTM,2023-01-01,0.0,0.48854566473988437,0.48854566473988437,1.6497308952745067e-06,No exception,
01N5YE6DXOTM,2023-02-01,0.0,0.5223491329479769,0.5223491329479769,1.6497308952745067e-06,No exception,
01N5YE6DXOTM,2023-03-01,0.0,0.5340300578034682,0.5340300578034682,1.6497308952745067e-06,No exception,
01N5YE6DXOTM,2023-04-01,0.0,0.5591121387283237,0.5591121387283237,1.6497308952745067e-06,No exception,
01N5YE6DXOTM,2023-05-01,0.0,0.5943491329479769,0.5943491329479769,1.6497308952745067e-06,No exception,
01N5YE6DXOTM,2023-06-01,0.0,0.5931098265895953,0.5931098265895953,2.014796011359923e-06,No exception,
01N5YE6DXOTM,2023-07-01,0.0,0.6271907514450867,0.6271907514450867,1.994018285506968e-06,No exception,
01N5YE6DXOTM,2023-08-01,0.0,0.6584231213872832,0.6584231213872832,2.2022728438754017e-06,No exception,
01N5YE6DXOTM,2023-09-01,0.0,0.685521387283237,0.685521387283237,1.9176266911297655e-06,No exception,
01N5YE6DXOTM,2023-10-01,0.0,0.70958612716763,0.70958612716763,1.918399173053229e-06,No exception,
01N5YE6DXOTM,2023-11-01,0.0,0.742057803468208,0.742057803468208,1.8931639013118847e-06,No exception,
01N5YE6DXOTM,2023-12-01,0.0,0.7519537572254336,0.7519537572254336,1.8931639013118847e-06,No exception,
025NN6PROZME,2023-06-01,0.0,0.9209156069364162,0.9209156069364162,1.7862322750236682e-06,No exception,
025NN6PROZME,2023-07-01,0.0,0.8859745664739884,0.8859745664739884,9.165960675395973e-07,No exception,
025NN6PROZME,2023-08-01,0.0,0.8736462427745665,0.8736462427745665,9.177505228902818e-07,No exception,
025NN6PROZME,2023-09-01,0.0,0.8673849710982658,0.8673849710982658,8.793950764791407e-07,No exception,
025NN6PROZME,2023-10-01,0.0,0.8628809248554913,0.8628809248554913,9.197995349808389e-07,No exception,
025NN6PROZME,2023-11-01,0.0,0.8580531791907514,0.8580531791907514,1.0090796179091949e-06,No exception,
025NN6PROZME,2023-12-01,0.0,0.8570543352601157,0.8570543352601157,9.551240142049801e-07,No exception,
02E6VDTFGYQQ,2023-01-01,0.0,0.615593063583815,0.615593063583815,1.0750373390100802e-06,No exception,
02E6VDTFGYQQ,2023-02-01,0.0,0.7341595375722544,0.7341595375722544,1.0750373390100802e-06,No exception,
02E6VDTFGYQQ,2023-03-01,0.0,0.6305017341040462,0.6305017341040462,1.0750373390100802e-06,No exception,
02E6VDTFGYQQ,2023-04-01,0.0,0.6546774566473988,0.6546774566473988,1.017554971930088e-06,No exception,
02E6VDTFGYQQ,2023-05-01,0.0,0.6398797687861272,0.6398797687861272,1.017554971930088e-06,No exception,
02E6VDTFGYQQ,2023-06-01,0.0,0.6051144508670521,0.6051144508670521,1.017554971930088e-06,No exception,
02E6VDTFGYQQ,2023-07-01,0.0,0.6224,0.6224,1.017554971930088e-06,No exception,
02E6VDTFGYQQ,2023-08-01,0.0,0.6302890173410405,0.6302890173410405,1.017554971930088e-06,No exception,
02E6VDTFGYQQ,2023-09-01,0.0,0.6114682080924856,0.6114682080924856,1.0744791399531235e-06,No exception,
02E6VDTFGYQQ,2023-10-01,0.0,0.6418127167630058,0.6418127167630058,1.0170266198089525e-06,No exception,
02E6VDTFGYQQ,2023-11-01,0.0,0.6459653179190752,0.6459653179190752,1.2520105183978845e-06,No exception,
02E6VDTFGYQQ,2023-12-01,0.0,0.6746913294797687,0.6746913294797687,1.2128237066550376e-06,No exception,
02FUCNCSIY51,2023-01-01,0.0,0.8963514450867052,0.8963514450867052,1.3506499597115957e-06,No exception,
02FUCNCSIY51,2023-02-01,0.0,0.6176184971098266,0.6176184971098266,1.1076850038942804e-06,No exception,
